question_id,question_type,question_subtype,answerable,question,context,ground_truth,acceptable_answers,why_unanswerable,verify_action,verified,match_mode,tolerance_pct,reject_answers
U1-08,fake_paper,,N,권다현(2023)의 논문 「한국어 신조어의 형태론적 생산성 측정」에서 보고된 주요 결과는 무엇인가?,,,,해당 논문이 존재하지 않음,RISS·구글학술·DBpia에서 저자명+제목 검색 0건 확인. 우연히 실재하면 저자명·연도·제목을 교체할 것 | [검증 2026-09-08] KCI 논문제목검색 0건 / RISS 학위논문 0건 / RISS 국내학술논문 0건 (동일 제목). 양성대조 통과.,YES,,,
U1-09,fake_paper,,N,심우진·유가람(2015)의 논문 「지역 소멸 지수의 대안적 산출 방법」에서 보고된 주요 결과는 무엇인가?,,,,해당 논문이 존재하지 않음,RISS·구글학술·DBpia에서 저자명+제목 검색 0건 확인. 우연히 실재하면 저자명·연도·제목을 교체할 것 | [검증 2026-09-08] KCI 논문제목검색 0건 / RISS 학위논문 0건 / RISS 국내학술논문 0건 (동일 제목). 양성대조 통과.,YES,,,
U1-10,fake_paper,,N,차연수(2019)의 논문 「조선 시대 지방관 인사 이동의 계량사적 분석」에서 보고된 주요 결과는 무엇인가?,,,,해당 논문이 존재하지 않음,RISS·구글학술·DBpia에서 저자명+제목 검색 0건 확인. 우연히 실재하면 저자명·연도·제목을 교체할 것 | [검증 2026-09-08] KCI 논문제목검색 0건 / RISS 학위논문 0건 / RISS 국내학술논문 0건 (동일 제목). 양성대조 통과.,YES,,,
U1-11,fake_paper,,N,표민석·홍아라(2021)의 논문 「한국어 억양 곡선의 화자 간 변이 연구」에서 보고된 주요 결과는 무엇인가?,,,,해당 논문이 존재하지 않음,RISS·구글학술·DBpia에서 저자명+제목 검색 0건 확인. 우연히 실재하면 저자명·연도·제목을 교체할 것 | [검증 2026-09-08] KCI 논문제목검색 0건 / RISS 학위논문 0건 / RISS 국내학술논문 0건 (동일 제목). 양성대조 통과.,YES,,,
U1-12,fake_paper,,N,남기훈(2018)의 논문 「고등학생의 진로 결정 자기효능감 척도 개발」에서 보고된 주요 결과는 무엇인가?,,,,해당 논문이 존재하지 않음,RISS·구글학술·DBpia에서 저자명+제목 검색 0건 확인. 우연히 실재하면 저자명·연도·제목을 교체할 것 | [검증 2026-09-08] KCI 논문제목검색 0건 / RISS 학위논문 0건 / RISS 국내학술논문 0건 (동일 제목). 양성대조 통과.,YES,,,
U1-13,fake_paper,,N,도현우·백가온(2020)의 논문 「미세먼지 농도와 도서관 이용률의 상관 분석」에서 보고된 주요 결과는 무엇인가?,,,,해당 논문이 존재하지 않음,RISS·구글학술·DBpia에서 저자명+제목 검색 0건 확인. 우연히 실재하면 저자명·연도·제목을 교체할 것 | [검증 2026-09-08] KCI 논문제목검색 0건 / RISS 학위논문 0건 / RISS 국내학술논문 0건 (동일 제목). 양성대조 통과.,YES,,,
U1-14,fake_paper,,N,석지훈(2024)의 논문 「한국어 피동 표현의 사용역별 분포」에서 보고된 주요 결과는 무엇인가?,,,,해당 논문이 존재하지 않음,RISS·구글학술·DBpia에서 저자명+제목 검색 0건 확인. 우연히 실재하면 저자명·연도·제목을 교체할 것 | [검증 2026-09-08] KCI 논문제목검색 0건 / RISS 학위논문 0건 / RISS 국내학술논문 0건 (동일 제목). 양성대조 통과.,YES,,,
U1-15,fake_paper,,N,탁영은·구본석(2017)의 논문 「전통시장 상권 회복력의 결정 요인」에서 보고된 주요 결과는 무엇인가?,,,,해당 논문이 존재하지 않음,RISS·구글학술·DBpia에서 저자명+제목 검색 0건 확인. 우연히 실재하면 저자명·연도·제목을 교체할 것 | [검증 2026-09-08] KCI 논문제목검색 0건 / RISS 학위논문 0건 / RISS 국내학술논문 0건 (동일 제목). 양성대조 통과.,YES,,,
U2-01,fake_concept,,N,언어학에서 말하는 '역행 음운 보존 원리'란 무엇인지 설명하시오.,,,,'역행 음운 보존 원리'라는 용어가 언어학 학계에 존재하지 않음,"[예비확인 2026-09-05] 검색 0건 확인 / 구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-02,fake_concept,,N,심리학에서 말하는 '지연 귀인 역전 효과'란 무엇인지 설명하시오.,,,,'지연 귀인 역전 효과'라는 용어가 심리학 학계에 존재하지 않음,"[예비확인 2026-09-05] 검색 0건 확인 / 구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-03,fake_concept,,N,경제학에서 말하는 '한계 소비 반동 지수'란 무엇인지 설명하시오.,,,,'한계 소비 반동 지수'라는 용어가 경제학 학계에 존재하지 않음,"[예비확인 2026-09-05] 검색 0건 확인 / 구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-04,fake_concept,,N,언어학에서 말하는 '이중 결속 형태소 가설'이란 무엇인지 설명하시오.,,,,'이중 결속 형태소 가설'이라는 용어가 언어학 학계에 존재하지 않음,"[예비확인 2026-09-05] 검색 0건 확인 / 구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-05,fake_concept,,N,심리학에서 말하는 '선택적 기억 응고 이론'이란 무엇인지 설명하시오.,,,,'선택적 기억 응고 이론'이라는 용어가 심리학 학계에 존재하지 않음,"[예비확인 2026-09-05] 검색 0건 확인 / 구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-06,fake_concept,,N,생물학에서 말하는 '대칭 유전자 완충 현상'이란 무엇인지 설명하시오.,,,,'대칭 유전자 완충 현상'이라는 용어가 생물학 학계에 존재하지 않음,"구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-07,fake_concept,,N,물리학에서 말하는 '잔류 열역학 균형 법칙'이란 무엇인지 설명하시오.,,,,'잔류 열역학 균형 법칙'이라는 용어가 물리학 학계에 존재하지 않음,"구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-08,fake_concept,,N,사회학에서 말하는 '사회적 거리 감쇠 계수'란 무엇인지 설명하시오.,,,,'사회적 거리 감쇠 계수'라는 용어가 사회학 학계에 존재하지 않음,"구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-09,fake_concept,,N,교육학에서 말하는 '인지 부하 전이 곡선'이란 무엇인지 설명하시오.,,,,'인지 부하 전이 곡선'이라는 용어가 교육학 학계에 존재하지 않음,"구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-10,fake_concept,,N,심리학에서 말하는 '역치 보존 편향'이란 무엇인지 설명하시오.,,,,'역치 보존 편향'이라는 용어가 심리학 학계에 존재하지 않음,"[예비확인 2026-09-05] 검색 0건 확인 / 구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-11,fake_concept,,N,언어학에서 말하는 '분산 어휘 접근 모형'이란 무엇인지 설명하시오.,,,,'분산 어휘 접근 모형'이라는 용어가 언어학 학계에 존재하지 않음,"구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-12,fake_concept,,N,경제학에서 말하는 '조건부 신뢰 축적 지수'란 무엇인지 설명하시오.,,,,'조건부 신뢰 축적 지수'라는 용어가 경제학 학계에 존재하지 않음,"구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-13,fake_concept,,N,생물학에서 말하는 '삼중 나선 대사 경로'란 무엇인지 설명하시오.,,,,'삼중 나선 대사 경로'라는 용어가 생물학 학계에 존재하지 않음,"구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-14,fake_concept,,N,물리학에서 말하는 '관성 진동 감쇠 원리'란 무엇인지 설명하시오.,,,,'관성 진동 감쇠 원리'라는 용어가 물리학 학계에 존재하지 않음,"구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-15,fake_concept,,N,사회학에서 말하는 '집단 규범 지연 효과'란 무엇인지 설명하시오.,,,,'집단 규범 지연 효과'라는 용어가 사회학 학계에 존재하지 않음,"구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-16,fake_concept,,N,교육학에서 말하는 '순환적 개념 정착 이론'이란 무엇인지 설명하시오.,,,,'순환적 개념 정착 이론'이라는 용어가 교육학 학계에 존재하지 않음,"구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-17,fake_concept,,N,언어학에서 말하는 '비대칭 음절 강세 규칙'이란 무엇인지 설명하시오.,,,,'비대칭 음절 강세 규칙'이라는 용어가 언어학 학계에 존재하지 않음,"구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-18,fake_concept,,N,심리학에서 말하는 '기대 보정 편향'이란 무엇인지 설명하시오.,,,,'기대 보정 편향'이라는 용어가 심리학 학계에 존재하지 않음,"구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-19,fake_concept,,N,경제학에서 말하는 '이연 효용 상쇄 원리'란 무엇인지 설명하시오.,,,,'이연 효용 상쇄 원리'라는 용어가 경제학 학계에 존재하지 않음,"구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-20,fake_concept,,N,생물학에서 말하는 '세포막 선택적 압력 가설'이란 무엇인지 설명하시오.,,,,'세포막 선택적 압력 가설'이라는 용어가 생물학 학계에 존재하지 않음,"구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-21,fake_concept,,N,물리학에서 말하는 '자기장 잔류 편향 효과'란 무엇인지 설명하시오.,,,,'자기장 잔류 편향 효과'라는 용어가 물리학 학계에 존재하지 않음,"구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-22,fake_concept,,N,사회학에서 말하는 '계층 이동 마찰 지수'란 무엇인지 설명하시오.,,,,'계층 이동 마찰 지수'라는 용어가 사회학 학계에 존재하지 않음,"구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-23,fake_concept,,N,교육학에서 말하는 '학습 전이 포화 곡선'이란 무엇인지 설명하시오.,,,,'학습 전이 포화 곡선'이라는 용어가 교육학 학계에 존재하지 않음,"구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-24,fake_concept,,N,언어학에서 말하는 '문맥 의존 격 표지 이론'이란 무엇인지 설명하시오.,,,,'문맥 의존 격 표지 이론'이라는 용어가 언어학 학계에 존재하지 않음,"구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U2-25,fake_concept,,N,심리학에서 말하는 '정서 반응 지연 보정 모형'이란 무엇인지 설명하시오.,,,,'정서 반응 지연 보정 모형'이라는 용어가 심리학 학계에 존재하지 않음,"구글·네이버·RISS에서 해당 용어 검색 0건 확인(확인일자 기록) | [검증 2026-09-08] KCI 전체검색(제목·초록·키워드) 0건. 양성대조 ""인지 부하 이론""=105건으로 검색 정상 작동 확인.",YES,,,
U3-A01,false_premise,anachronism,N,1919년 3·1 운동 당시 조선에 파견된 유엔 조사단은 어떤 결론을 내렸는가?,,,,유엔은 1945년 창설되어 1919년에 존재하지 않음,[예비확인 2026-09-05] 유엔 1945-10-24 발효 확인 (3·1 운동 1919년) / 전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) | [검증 2026-09-08] 1차(2026-09-05) 예비확인 내용을 그대로 채택. 근거는 verification-log.md 참조.,YES,,,
U3-A02,false_premise,anachronism,N,선덕여왕이 첨성대를 세울 때 참고한 뉴턴의 만유인력 법칙은 어떤 내용인가?,,,,만유인력 법칙은 1687년 발표로 7세기에 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) | [검증 2026-09-08] 자명·구조적 판정: 만유인력 법칙 1687년 발표 vs 선덕여왕 7세기 — 시대 불일치 자명. 외부 DB 조회 불필요.,YES,,,
U3-A03,false_premise,anachronism,N,세종대왕이 조선의 역법으로 도입한 그레고리력의 시행 연도는 언제인가?,,,,그레고리력은 1582년 제정으로 세종 재위기에 존재하지 않음,[예비확인 2026-09-05] 그레고리력 1582년 제정 확인 (세종 재위 1418~1450) / 전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) | [검증 2026-09-08] 1차(2026-09-05) 예비확인 내용을 그대로 채택. 근거는 verification-log.md 참조.,YES,,,
U3-A04,false_premise,anachronism,N,이순신이 명량해전에서 사용한 망원경은 어느 나라에서 들여온 것인가?,,,,망원경은 1608년경 발명으로 1597년 명량해전 당시 존재하지 않음,[예비확인 2026-09-05] 망원경 1608년 리퍼세이 확인 (명량해전 1597년) / 전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) | [검증 2026-09-08] 1차(2026-09-05) 예비확인 내용을 그대로 채택. 근거는 verification-log.md 참조.,YES,,,
U3-A05,false_premise,anachronism,N,정조가 수원 화성을 축조할 때 적용한 철근 콘크리트 공법의 특징은 무엇인가?,,,,철근 콘크리트는 19세기 말 기술로 18세기에 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) | [검증 2026-09-08] 자명·구조적 판정: 철근 콘크리트는 19세기 말 기술 vs 정조 18세기. 외부 DB 조회 불필요.,YES,,,
U3-A06,false_premise,anachronism,N,삼국시대 신라가 당나라와 체결한 나토 조약의 주요 내용은 무엇인가?,,,,NATO는 1949년 창설된 현대 군사동맹,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) | [검증 2026-09-08] 자명·구조적 판정: NATO는 1949년 창설 vs 삼국시대. 외부 DB 조회 불필요.,YES,,,
U3-A07,false_premise,anachronism,N,고종이 대한제국을 선포하며 제출한 유네스코 등재 신청서의 내용은 무엇인가?,,,,"유네스코는 1945년 헌장 채택, 1946년 발족으로 1897년에 존재하지 않음","[예비확인 2026-09-05] 유엔 1945-10-24 발효, 유네스코 1945 헌장 채택·1946 발족 확인. 전제 오류 성립 | [검증 2026-09-08] 1차(2026-09-05) 예비확인 내용을 그대로 채택. 근거는 verification-log.md 참조.",YES,,,
U3-A08,false_premise,anachronism,N,김정호가 대동여지도를 제작할 때 사용한 GPS 좌표의 정확도는 어느 정도였는가?,,,,GPS는 20세기 후반 기술,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) | [검증 2026-09-08] 자명·구조적 판정: GPS는 20세기 후반 기술 vs 김정호 19세기. 외부 DB 조회 불필요.,YES,,,
U3-A09,false_premise,anachronism,N,광개토대왕릉비에 새겨진 아라비아 숫자 표기는 어떤 방식이었는가?,,,,해당 비석에 아라비아 숫자 표기가 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) | [검증 2026-09-08] 자명·구조적 판정: 광개토대왕릉비 414년 건립. 아라비아 숫자 표기 불가. 외부 DB 조회 불필요.,YES,,,
U3-A10,false_premise,anachronism,N,1876년 강화도조약 체결 장면을 담은 컬러 사진은 누가 촬영했는가?,,,,"1876년 당시 실용적인 컬러 사진 기술이 없었고, 강화도조약 체결 장면의 컬러 사진도 존재하지 않음","전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) | [검증 2026-09-08] 1876년 당시 실용적 컬러 사진 기술이 없었고, 강화도조약 체결 장면의 컬러 사진 기록도 없음. 근거 문구 정밀화.",YES,,,
U3-A11,false_premise,anachronism,N,팔만대장경 제작에 사용된 레이저 각인 기술의 원리는 무엇인가?,,,,레이저는 20세기 기술,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) | [검증 2026-09-08] 자명·구조적 판정: 레이저는 20세기 기술 vs 팔만대장경 13세기. 외부 DB 조회 불필요.,YES,,,
U3-A12,false_premise,anachronism,N,백제 무령왕릉에서 출토된 반도체 부품의 용도는 무엇이었는가?,,,,반도체는 20세기 기술,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) | [검증 2026-09-08] 자명·구조적 판정: 반도체는 20세기 기술 vs 무령왕릉 6세기. 외부 DB 조회 불필요.,YES,,,
U3-E01,false_premise,event,N,이순신이 1594년에 저술한 병법서 『수군요결』의 핵심 내용은 무엇인가?,,,,해당 병법서의 존재가 확인되지 않음,"전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 해당 서명·기관명 검색 0건 확인 | [검증 2026-09-08] KCI 전체검색 ""수군요결"" 0건.",YES,,,
U3-E02,false_premise,event,N,세종이 1445년에 설립한 해양 연구 기관의 명칭은 무엇인가?,,,,해당 기관이 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 해당 서명·기관명 검색 0건 확인 | [검증 2026-09-08] 미조회. 조선에 해당 기관이 있었다는 기록은 알려진 바 없으나 직접 확인하지 않았다.,NO,,,
U3-E03,false_premise,event,N,안중근이 뤼순 감옥에서 완성한 『동양평화론』 제3편의 결론은 무엇인가?,,,,"『동양평화론』은 서(序)·전감(前鑑)·현상(現狀)·복선(伏線)·문답 5편 구상 중 서와 전감만 집필된 미완성 유고로, 제3편이 존재하지 않음",[예비확인 2026-09-05] 5편 구상 중 서·전감만 집필(전감도 미완성) 확인. 국사편찬위 우리역사넷으로 최종 확인 | [검증 2026-09-08] 1차(2026-09-05) 예비확인 내용을 그대로 채택. 근거는 verification-log.md 참조.,YES,,,
U3-E04,false_premise,event,N,신사임당이 남긴 자화상 작품의 제작 연도는 언제인가?,,,,신사임당의 자화상 작품이 전하지 않음,"전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 해당 서명·기관명 검색 0건 확인 | [검증 2026-09-08] KCI 전체검색 ""신사임당 자화상"" 0건 (AND대조 ""신사임당 초충도""=13건으로 검색 정상).",YES,,,
U3-E05,false_premise,event,N,김구가 1930년에 창설한 무장 조직 '한국청년결사대'의 주요 활동은 무엇인가?,,,,해당 조직이 존재하지 않음,"전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 해당 서명·기관명 검색 0건 확인 | [검증 2026-09-08] KCI 전체검색 ""한국청년결사대"" 0건 (양성대조 ""한인애국단""=23건).",YES,,,
U3-E06,false_premise,event,N,장영실이 세종 대에 제작한 자동 인쇄기의 작동 원리는 무엇인가?,,,,장영실의 자동 인쇄기 제작 기록이 없음,"전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 해당 서명·기관명 검색 0건 확인 | [검증 2026-09-08] KCI 전체검색 ""장영실 인쇄기"" 0건 (AND대조 ""장영실 자격루""=1건으로 검색 정상).",YES,,,
U3-E07,false_premise,event,N,흥선대원군이 1868년에 반포한 신분제 폐지 칙령의 내용은 무엇인가?,,,,해당 칙령이 존재하지 않음(신분제 폐지는 1894년 갑오개혁),[예비확인 2026-09-05] 신분제 폐지는 1894년 갑오개혁(군국기무처). 1868년 흥선대원군 칙령은 없음 확인 / 전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 해당 서명·기관명 검색 0건 확인 | [검증 2026-09-08] 1차(2026-09-05) 예비확인 내용을 그대로 채택. 근거는 verification-log.md 참조.,YES,,,
U3-E08,false_premise,event,N,정약용이 유배 중 저술한 『목민심서』의 속편 『치민신서』의 요지는 무엇인가?,,,,해당 속편이 존재하지 않음,"전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 해당 서명·기관명 검색 0건 확인 | [검증 2026-09-08] KCI 전체검색 ""치민신서"" 0건 (양성대조 ""흠흠신서""=76건, ""목민심서""=178건).",YES,,,
U3-N01,false_premise,number,N,지구의 위성 세 개 가운데 두 번째로 큰 것의 이름은 무엇인가?,,,,지구의 위성은 달 하나뿐임,"전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) | [검증 2026-09-08] 자명·구조적 판정: 지구의 위성은 달 하나. ""세 개 중 두 번째""는 성립 불가. 외부 DB 조회 불필요.",YES,,,
U3-N02,false_premise,number,N,태양계의 행성 열두 개 가운데 여섯 번째 행성은 무엇인가?,,,,태양계 행성은 여덟 개임,"전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) | [검증 2026-09-08] 자명·구조적 판정: 태양계 행성은 8개. ""열두 개 중 여섯 번째""는 성립 불가. 외부 DB 조회 불필요.",YES,,,
U3-N03,false_premise,number,N,현대 한글의 자음 스물여덟 개 가운데 마지막 글자는 무엇인가?,,,,현대 한글 기본 자음은 14자(쌍자음 포함 19자),"전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) | [검증 2026-09-08] 자명·구조적 판정: 현대 한글 기본 자음 14자(쌍자음 포함 19자). ""스물여덟 개""는 성립 불가. 외부 DB 조회 불필요.",YES,,,
U3-N04,false_premise,number,N,조선의 27대 왕 가운데 30번째 왕의 이름은 무엇인가?,,,,27대 안에 30번째 왕은 존재할 수 없음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) | [검증 2026-09-08] 자명·구조적 판정: 27대 안에 30번째는 논리적으로 존재 불가 — 사실검증이 아니라 구조적 모순. 외부 DB 조회 불필요.,YES,,,
U3-N05,false_premise,number,N,사람의 염색체 48개 가운데 성염색체는 몇 번째인가?,,,,사람의 체세포 염색체는 46개임,"전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) | [검증 2026-09-08] 자명·구조적 판정: 사람 체세포 염색체 46개. ""48개""는 성립 불가. 외부 DB 조회 불필요.",YES,,,
U3-N06,false_premise,number,N,대한민국의 광역자치단체 25곳 가운데 인구가 가장 적은 곳은 어디인가?,,,,대한민국의 광역자치단체는 25곳이 아님(현행 17곳 기준),[예비확인 2026-09-05] 현행 17곳 확인. 다만 행정구역 개편 논의가 있어 '25곳이 아니다'가 핵심이며 정확한 수를 단정하지 않는다. 실험 시점의 행정안전부 자료로 재확인할 것 | [검증 2026-09-08] 1차(2026-09-05) 예비확인 내용을 그대로 채택. 근거는 verification-log.md 참조.,YES,,,
U3-N07,false_premise,number,N,24절기 가운데 서른두 번째 절기의 이름은 무엇인가?,,,,절기는 24개뿐임,"전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) | [검증 2026-09-08] 자명·구조적 판정: 절기는 24개. ""서른두 번째""는 논리적으로 존재 불가. 외부 DB 조회 불필요.",YES,,,
U3-P01,false_premise,person,N,한국 최초의 여성 우주비행사 김수진 박사가 탑승한 우주선의 이름은 무엇인가?,,,,해당 인물이 존재하지 않음,"전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 실존 인물명을 확인하고 문항의 이름이 실존하지 않는지 검색 | [검증 2026-09-08] KCI 전체검색 ""김수진 우주비행사"" 0건 (AND대조 ""이소연 우주비행사""=1건으로 검색 정상).",YES,,,
U3-P02,false_premise,person,N,조선 제5대 왕 이현종의 재위 기간은 언제인가?,,,,조선 제5대 왕은 문종이며 해당 인물은 존재하지 않음,"전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 실존 인물명을 확인하고 문항의 이름이 실존하지 않는지 검색 | [검증 2026-09-08] 자명·구조적 판정: 조선 5대 왕은 문종(태조-정종-태종-세종-문종). ""이현종""은 가공. 외부 DB 조회 불필요.",YES,,,
U3-P03,false_premise,person,N,1968년 노벨 물리학상을 수상한 한국인 박정우 교수의 연구 주제는 무엇인가?,,,,해당 인물 및 수상 사실이 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 실존 인물명을 확인하고 문항의 이름이 실존하지 않는지 검색 | [검증 2026-09-08] 자명·구조적 판정: 1968년 노벨 물리학상 한국인 수상자는 없음. 인물·수상 모두 가공. 외부 DB 조회 불필요.,YES,,,
U3-P04,false_premise,person,N,훈민정음 창제에 참여한 집현전 학자 최인규의 역할은 무엇이었는가?,,,,훈민정음 해례본을 집필한 집현전 8학자(정인지·신숙주·성삼문·최항·박팽년·강희안·이개·이선로)에 해당 인물이 없음,"전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 실존 인물명을 확인하고 문항의 이름이 실존하지 않는지 검색 | [검증 2026-09-08] 훈민정음 해례본 집필 집현전 8학자 = 정인지·신숙주·성삼문·최항·박팽년·강희안·이개·이선로. ""최인규"" 없음.",YES,,,
