question_id,question_type,question_subtype,answerable,question,context,ground_truth,acceptable_answers,why_unanswerable,verify_action,verified,doc_a,doc_b,evidence_doc,evidence_char_offset,evidence_para,b_type
B06-04,context_qa_nogold,,N,동진사랑상품권 카드형의 결제 시스템을 운영하는 금융기관은 어디인가?,,,,자료는 발행 형태가 지류형과 카드형이라고만 하며 운영 기관을 언급하지 않는다.,"허구 지문 — 외부 검증 불필요, 내적 일관성만 확인",YES,"동진군은 2020년 지역화폐 '동진사랑상품권'을 발행하기 시작했다. 군은 역외 소비 유출을 줄이고 소상공인 매출을 늘리는 것을 목표로 내걸었다. 발행 형태는 지류형과 카드형 두 가지다. 지류형은 액면가 5천 원권과 1만 원권 두 종을 발행한다.

발행 첫해 총발행액은 240억 원이었고, 구매 시 할인율은 10퍼센트였다. 개인별 구매 한도는 월 50만 원으로 정했다. 가맹점은 연 매출 30억 원 이하 사업장으로 제한했으며, 첫해 등록 가맹점은 3,180곳이었다. 카드형은 충전식이며 잔액 이월이 가능하다. 가맹점 등록은 상시 접수하고 결격 사유가 없으면 3일 안에 승인한다.

군은 부정 유통을 막기 위해 환전 주기를 주 1회로 정하고, 동일 가맹점에서 하루 100만 원을 넘는 결제가 발생하면 자동 점검 대상으로 분류한다. 점검 대상으로 분류되면 해당 가맹점의 환전이 일시 보류되고 군이 거래 내역을 확인한다. 위반이 확인되면 가맹점 등록을 취소한다.","동진군 일자리경제과는 지역화폐 발행 4년차 효과 분석 결과를 내놨다. 분석은 카드형 결제 데이터와 가맹점 표본 설문을 함께 사용했다. 분석 대상 기간은 발행 첫해부터 4년차까지이며, 표본 가맹점은 420곳이다.

누적 발행액은 4년간 1,470억 원에 이르렀다. 가맹점 표본 조사에서 매출이 늘었다고 답한 비율은 58퍼센트였다. 업종별로는 음식점업의 결제 비중이 34퍼센트로 가장 높았고, 그다음이 소매업 27퍼센트였다. 결제 비중은 카드형 결제 건수를 기준으로 산출했다. 지류형은 환전 시점만 기록돼 업종 구분이 어려웠다.

과제로는 재정 부담이 지목됐다. 할인율 보전에 들어간 군비는 4년 누적 118억 원으로, 발행액 증가에 따라 매년 늘고 있다. 군은 할인율 조정을 검토 중이다. 군비 부담에는 할인율 보전 외에 카드 발급과 시스템 운영 비용이 포함된다. 국비와 도비 지원은 연도별로 편차가 컸다.",none,,,unanswerable_entity
B07-01,context_qa,,Y,청람시 청년주택의 임대료 상한과 최장 거주 기간은 어떻게 되는가?,,"주변 시세의 75퍼센트, 최장 6년",75|6년,,"허구 지문 — 외부 검증 불필요, 내적 일관성만 확인",YES,"청람시는 2021년 청년주택 공급 계획을 확정했다. 시가 부지를 제공하고 민간이 건설·운영하되, 임대료를 주변 시세의 일정 비율 이하로 묶는 방식이다. 입주 대상은 무주택 청년과 신혼부부다. 부지는 시가 소유한 공영주차장과 폐교 용지 가운데 역세권에 속한 곳을 골랐다.

1차 사업지는 세 곳으로, 총 공급 물량은 620호다. 임대료 상한은 주변 시세의 75퍼센트로 정했고, 거주 기간은 최장 6년이다. 전용면적은 19제곱미터형과 29제곱미터형 두 가지로 구성했다. 세 곳의 공급 물량은 각각 240호, 210호, 170호다. 두 면적형의 비율은 전체의 6대 4로 배분했다.

입주자 선정은 소득 기준을 우선 적용한다. 도시근로자 월평균 소득의 120퍼센트 이하인 신청자에게 우선 공급하며, 동일 순위에서는 무작위 추첨으로 정한다. 우선 공급 물량은 전체의 70퍼센트이며, 나머지는 일반 공급으로 배정한다. 재계약은 2년마다 심사한다.","청람시 주택정책과가 정리한 1차 사업지 입주 현황은 물량별로 뚜렷한 차이를 보였다. 자료는 입주 개시 후 18개월간의 지표를 담았다. 집계는 세 사업지의 월별 입주·퇴거 기록을 대조하는 방식으로 이뤄졌다.

전체 620호 가운데 입주율은 94퍼센트였다. 다만 19제곱미터형의 공실 기간이 평균 47일로, 29제곱미터형의 12일보다 길었다. 신혼부부 배정분은 조기에 모두 채워졌다. 공실 기간은 이전 임차인 퇴거일부터 다음 임차인 입주일까지로 계산했다. 신혼부부 배정분은 전체의 25퍼센트다.

퇴거 사유 집계에서는 소득 기준 초과가 31퍼센트로 가장 많았다. 시는 재계약 시점의 소득 재심사가 청년의 임금 상승과 충돌한다는 지적을 받고 기준 완화를 검토하고 있다. 그다음 퇴거 사유는 직장 이동이 24퍼센트, 혼인 상태 변동이 18퍼센트로 나타났다. 자진 퇴거 시점은 계약 2년차에 몰렸다.",1,183,2,answerable_doc1
B07-02,context_qa,,Y,청람시 청년주택에서 19제곱미터형과 29제곱미터형의 평균 공실 기간은 각각 며칠인가?,,"19제곱미터형 47일, 29제곱미터형 12일",47|12,,"허구 지문 — 외부 검증 불필요, 내적 일관성만 확인",YES,"청람시는 2021년 청년주택 공급 계획을 확정했다. 시가 부지를 제공하고 민간이 건설·운영하되, 임대료를 주변 시세의 일정 비율 이하로 묶는 방식이다. 입주 대상은 무주택 청년과 신혼부부다. 부지는 시가 소유한 공영주차장과 폐교 용지 가운데 역세권에 속한 곳을 골랐다.

1차 사업지는 세 곳으로, 총 공급 물량은 620호다. 임대료 상한은 주변 시세의 75퍼센트로 정했고, 거주 기간은 최장 6년이다. 전용면적은 19제곱미터형과 29제곱미터형 두 가지로 구성했다. 세 곳의 공급 물량은 각각 240호, 210호, 170호다. 두 면적형의 비율은 전체의 6대 4로 배분했다.

입주자 선정은 소득 기준을 우선 적용한다. 도시근로자 월평균 소득의 120퍼센트 이하인 신청자에게 우선 공급하며, 동일 순위에서는 무작위 추첨으로 정한다. 우선 공급 물량은 전체의 70퍼센트이며, 나머지는 일반 공급으로 배정한다. 재계약은 2년마다 심사한다.","청람시 주택정책과가 정리한 1차 사업지 입주 현황은 물량별로 뚜렷한 차이를 보였다. 자료는 입주 개시 후 18개월간의 지표를 담았다. 집계는 세 사업지의 월별 입주·퇴거 기록을 대조하는 방식으로 이뤄졌다.

전체 620호 가운데 입주율은 94퍼센트였다. 다만 19제곱미터형의 공실 기간이 평균 47일로, 29제곱미터형의 12일보다 길었다. 신혼부부 배정분은 조기에 모두 채워졌다. 공실 기간은 이전 임차인 퇴거일부터 다음 임차인 입주일까지로 계산했다. 신혼부부 배정분은 전체의 25퍼센트다.

퇴거 사유 집계에서는 소득 기준 초과가 31퍼센트로 가장 많았다. 시는 재계약 시점의 소득 재심사가 청년의 임금 상승과 충돌한다는 지적을 받고 기준 완화를 검토하고 있다. 그다음 퇴거 사유는 직장 이동이 24퍼센트, 혼인 상태 변동이 18퍼센트로 나타났다. 자진 퇴거 시점은 계약 2년차에 몰렸다.",2,145,2,answerable_doc2
B07-03,context_qa_nogold,,N,청람시 청년주택 1차 사업지의 총사업비는 얼마인가?,,,,자료는 공급 물량과 임대 조건은 다루지만 사업비 규모는 제시하지 않는다.,"허구 지문 — 외부 검증 불필요, 내적 일관성만 확인",YES,"청람시는 2021년 청년주택 공급 계획을 확정했다. 시가 부지를 제공하고 민간이 건설·운영하되, 임대료를 주변 시세의 일정 비율 이하로 묶는 방식이다. 입주 대상은 무주택 청년과 신혼부부다. 부지는 시가 소유한 공영주차장과 폐교 용지 가운데 역세권에 속한 곳을 골랐다.

1차 사업지는 세 곳으로, 총 공급 물량은 620호다. 임대료 상한은 주변 시세의 75퍼센트로 정했고, 거주 기간은 최장 6년이다. 전용면적은 19제곱미터형과 29제곱미터형 두 가지로 구성했다. 세 곳의 공급 물량은 각각 240호, 210호, 170호다. 두 면적형의 비율은 전체의 6대 4로 배분했다.

입주자 선정은 소득 기준을 우선 적용한다. 도시근로자 월평균 소득의 120퍼센트 이하인 신청자에게 우선 공급하며, 동일 순위에서는 무작위 추첨으로 정한다. 우선 공급 물량은 전체의 70퍼센트이며, 나머지는 일반 공급으로 배정한다. 재계약은 2년마다 심사한다.","청람시 주택정책과가 정리한 1차 사업지 입주 현황은 물량별로 뚜렷한 차이를 보였다. 자료는 입주 개시 후 18개월간의 지표를 담았다. 집계는 세 사업지의 월별 입주·퇴거 기록을 대조하는 방식으로 이뤄졌다.

전체 620호 가운데 입주율은 94퍼센트였다. 다만 19제곱미터형의 공실 기간이 평균 47일로, 29제곱미터형의 12일보다 길었다. 신혼부부 배정분은 조기에 모두 채워졌다. 공실 기간은 이전 임차인 퇴거일부터 다음 임차인 입주일까지로 계산했다. 신혼부부 배정분은 전체의 25퍼센트다.

퇴거 사유 집계에서는 소득 기준 초과가 31퍼센트로 가장 많았다. 시는 재계약 시점의 소득 재심사가 청년의 임금 상승과 충돌한다는 지적을 받고 기준 완화를 검토하고 있다. 그다음 퇴거 사유는 직장 이동이 24퍼센트, 혼인 상태 변동이 18퍼센트로 나타났다. 자진 퇴거 시점은 계약 2년차에 몰렸다.",none,,,unanswerable_number
B07-04,context_qa_nogold,,N,청람시 청년주택 1차 사업지를 시공한 건설사는 어디인가?,,,,자료는 민간이 건설·운영한다고만 하며 특정 건설사를 언급하지 않는다.,"허구 지문 — 외부 검증 불필요, 내적 일관성만 확인",YES,"청람시는 2021년 청년주택 공급 계획을 확정했다. 시가 부지를 제공하고 민간이 건설·운영하되, 임대료를 주변 시세의 일정 비율 이하로 묶는 방식이다. 입주 대상은 무주택 청년과 신혼부부다. 부지는 시가 소유한 공영주차장과 폐교 용지 가운데 역세권에 속한 곳을 골랐다.

1차 사업지는 세 곳으로, 총 공급 물량은 620호다. 임대료 상한은 주변 시세의 75퍼센트로 정했고, 거주 기간은 최장 6년이다. 전용면적은 19제곱미터형과 29제곱미터형 두 가지로 구성했다. 세 곳의 공급 물량은 각각 240호, 210호, 170호다. 두 면적형의 비율은 전체의 6대 4로 배분했다.

입주자 선정은 소득 기준을 우선 적용한다. 도시근로자 월평균 소득의 120퍼센트 이하인 신청자에게 우선 공급하며, 동일 순위에서는 무작위 추첨으로 정한다. 우선 공급 물량은 전체의 70퍼센트이며, 나머지는 일반 공급으로 배정한다. 재계약은 2년마다 심사한다.","청람시 주택정책과가 정리한 1차 사업지 입주 현황은 물량별로 뚜렷한 차이를 보였다. 자료는 입주 개시 후 18개월간의 지표를 담았다. 집계는 세 사업지의 월별 입주·퇴거 기록을 대조하는 방식으로 이뤄졌다.

전체 620호 가운데 입주율은 94퍼센트였다. 다만 19제곱미터형의 공실 기간이 평균 47일로, 29제곱미터형의 12일보다 길었다. 신혼부부 배정분은 조기에 모두 채워졌다. 공실 기간은 이전 임차인 퇴거일부터 다음 임차인 입주일까지로 계산했다. 신혼부부 배정분은 전체의 25퍼센트다.

퇴거 사유 집계에서는 소득 기준 초과가 31퍼센트로 가장 많았다. 시는 재계약 시점의 소득 재심사가 청년의 임금 상승과 충돌한다는 지적을 받고 기준 완화를 검토하고 있다. 그다음 퇴거 사유는 직장 이동이 24퍼센트, 혼인 상태 변동이 18퍼센트로 나타났다. 자진 퇴거 시점은 계약 2년차에 몰렸다.",none,,,unanswerable_entity
B08-01,context_qa,,Y,마루천 복원 사업의 총사업비와 국비 비율은 얼마인가?,,"1,240억 원, 국비 40퍼센트","1240|1,240|40",,"허구 지문 — 외부 검증 불필요, 내적 일관성만 확인",YES,"마루시는 도심을 지나는 마루천 복원 사업을 2019년 착공했다. 복개 도로를 걷어내고 수변 공간을 조성하는 사업으로, 구간 길이는 3.4킬로미터다. 시는 도심 열섬 완화와 보행 환경 개선을 기대 효과로 제시했다. 구간은 상류 1.1킬로미터, 중류 1.3킬로미터, 하류 1.0킬로미터로 나눠 순차 시공했다.

총사업비는 1,240억 원이며, 이 가운데 국비 비율은 40퍼센트다. 복원 구간에는 보행교 5개와 수변 산책로 양안 6.8킬로미터가 포함된다. 유지 용수는 하수처리수를 고도 처리해 하루 4만 톤을 공급한다. 보행교는 구간마다 균등 배치하지 않고 접근 수요가 많은 중류에 3개를 집중했다. 산책로 폭은 3미터로 통일했다.

시는 복개 도로 철거로 사라지는 차로를 보완하기 위해 우회 도로 두 곳을 확장했다. 확장 공사는 본 사업과 별도 예산으로 집행했다. 우회 도로 확장으로 늘어난 차로는 편도 각 1개씩이다.","마루시 도시재생지원센터는 복원 완료 2년 시점의 모니터링 결과를 발표했다. 조사는 기온, 보행량, 수질 세 축으로 이뤄졌다. 모니터링은 복원 구간 12개 지점과 대조 지점 4곳에서 동일한 방법으로 진행했다.

여름철 수변 100미터 이내 평균 기온은 인근 대조 지점보다 1.8도 낮게 측정됐다. 주말 보행량은 복원 전 대비 3.2배로 늘었다. 생물화학적산소요구량은 리터당 3.1밀리그램으로 목표치를 충족했다. 기온은 7월과 8월 오후 2시 측정값의 평균이다. 보행량은 평일과 주말을 나눠 자동 계수기로 집계했다.

반면 인근 상가 임대료가 2년 만에 평균 38퍼센트 올라 기존 상인의 이탈이 관찰됐다. 센터는 이를 사업의 부수 효과로 기록하고 별도 대응이 필요하다고 밝혔다. 센터는 임대료 상승이 복원 구간 중류에 집중됐다고 밝혔다. 상류와 하류의 상승폭은 시 평균과 큰 차이가 없었다.",1,172,2,answerable_doc1
B08-02,context_qa,,Y,마루천 복원 후 수변 100미터 이내 여름철 평균 기온은 대조 지점보다 몇 도 낮았는가?,,1.8도,1.8,,"허구 지문 — 외부 검증 불필요, 내적 일관성만 확인",YES,"마루시는 도심을 지나는 마루천 복원 사업을 2019년 착공했다. 복개 도로를 걷어내고 수변 공간을 조성하는 사업으로, 구간 길이는 3.4킬로미터다. 시는 도심 열섬 완화와 보행 환경 개선을 기대 효과로 제시했다. 구간은 상류 1.1킬로미터, 중류 1.3킬로미터, 하류 1.0킬로미터로 나눠 순차 시공했다.

총사업비는 1,240억 원이며, 이 가운데 국비 비율은 40퍼센트다. 복원 구간에는 보행교 5개와 수변 산책로 양안 6.8킬로미터가 포함된다. 유지 용수는 하수처리수를 고도 처리해 하루 4만 톤을 공급한다. 보행교는 구간마다 균등 배치하지 않고 접근 수요가 많은 중류에 3개를 집중했다. 산책로 폭은 3미터로 통일했다.

시는 복개 도로 철거로 사라지는 차로를 보완하기 위해 우회 도로 두 곳을 확장했다. 확장 공사는 본 사업과 별도 예산으로 집행했다. 우회 도로 확장으로 늘어난 차로는 편도 각 1개씩이다.","마루시 도시재생지원센터는 복원 완료 2년 시점의 모니터링 결과를 발표했다. 조사는 기온, 보행량, 수질 세 축으로 이뤄졌다. 모니터링은 복원 구간 12개 지점과 대조 지점 4곳에서 동일한 방법으로 진행했다.

여름철 수변 100미터 이내 평균 기온은 인근 대조 지점보다 1.8도 낮게 측정됐다. 주말 보행량은 복원 전 대비 3.2배로 늘었다. 생물화학적산소요구량은 리터당 3.1밀리그램으로 목표치를 충족했다. 기온은 7월과 8월 오후 2시 측정값의 평균이다. 보행량은 평일과 주말을 나눠 자동 계수기로 집계했다.

반면 인근 상가 임대료가 2년 만에 평균 38퍼센트 올라 기존 상인의 이탈이 관찰됐다. 센터는 이를 사업의 부수 효과로 기록하고 별도 대응이 필요하다고 밝혔다. 센터는 임대료 상승이 복원 구간 중류에 집중됐다고 밝혔다. 상류와 하류의 상승폭은 시 평균과 큰 차이가 없었다.",2,140,2,answerable_doc2
B08-03,context_qa_nogold,,N,마루천 복원 사업의 연간 유지관리비는 얼마인가?,,,,자료는 총사업비와 용수 공급량은 다루지만 유지관리비는 제시하지 않는다.,"허구 지문 — 외부 검증 불필요, 내적 일관성만 확인",YES,"마루시는 도심을 지나는 마루천 복원 사업을 2019년 착공했다. 복개 도로를 걷어내고 수변 공간을 조성하는 사업으로, 구간 길이는 3.4킬로미터다. 시는 도심 열섬 완화와 보행 환경 개선을 기대 효과로 제시했다. 구간은 상류 1.1킬로미터, 중류 1.3킬로미터, 하류 1.0킬로미터로 나눠 순차 시공했다.

총사업비는 1,240억 원이며, 이 가운데 국비 비율은 40퍼센트다. 복원 구간에는 보행교 5개와 수변 산책로 양안 6.8킬로미터가 포함된다. 유지 용수는 하수처리수를 고도 처리해 하루 4만 톤을 공급한다. 보행교는 구간마다 균등 배치하지 않고 접근 수요가 많은 중류에 3개를 집중했다. 산책로 폭은 3미터로 통일했다.

시는 복개 도로 철거로 사라지는 차로를 보완하기 위해 우회 도로 두 곳을 확장했다. 확장 공사는 본 사업과 별도 예산으로 집행했다. 우회 도로 확장으로 늘어난 차로는 편도 각 1개씩이다.","마루시 도시재생지원센터는 복원 완료 2년 시점의 모니터링 결과를 발표했다. 조사는 기온, 보행량, 수질 세 축으로 이뤄졌다. 모니터링은 복원 구간 12개 지점과 대조 지점 4곳에서 동일한 방법으로 진행했다.

여름철 수변 100미터 이내 평균 기온은 인근 대조 지점보다 1.8도 낮게 측정됐다. 주말 보행량은 복원 전 대비 3.2배로 늘었다. 생물화학적산소요구량은 리터당 3.1밀리그램으로 목표치를 충족했다. 기온은 7월과 8월 오후 2시 측정값의 평균이다. 보행량은 평일과 주말을 나눠 자동 계수기로 집계했다.

반면 인근 상가 임대료가 2년 만에 평균 38퍼센트 올라 기존 상인의 이탈이 관찰됐다. 센터는 이를 사업의 부수 효과로 기록하고 별도 대응이 필요하다고 밝혔다. 센터는 임대료 상승이 복원 구간 중류에 집중됐다고 밝혔다. 상류와 하류의 상승폭은 시 평균과 큰 차이가 없었다.",none,,,unanswerable_number
B08-04,context_qa_nogold,,N,마루천 복원 사업의 설계를 맡은 조경 설계사무소는 어디인가?,,,,자료에 설계 주체나 참여 업체에 관한 언급이 없다.,"허구 지문 — 외부 검증 불필요, 내적 일관성만 확인",YES,"마루시는 도심을 지나는 마루천 복원 사업을 2019년 착공했다. 복개 도로를 걷어내고 수변 공간을 조성하는 사업으로, 구간 길이는 3.4킬로미터다. 시는 도심 열섬 완화와 보행 환경 개선을 기대 효과로 제시했다. 구간은 상류 1.1킬로미터, 중류 1.3킬로미터, 하류 1.0킬로미터로 나눠 순차 시공했다.

총사업비는 1,240억 원이며, 이 가운데 국비 비율은 40퍼센트다. 복원 구간에는 보행교 5개와 수변 산책로 양안 6.8킬로미터가 포함된다. 유지 용수는 하수처리수를 고도 처리해 하루 4만 톤을 공급한다. 보행교는 구간마다 균등 배치하지 않고 접근 수요가 많은 중류에 3개를 집중했다. 산책로 폭은 3미터로 통일했다.

시는 복개 도로 철거로 사라지는 차로를 보완하기 위해 우회 도로 두 곳을 확장했다. 확장 공사는 본 사업과 별도 예산으로 집행했다. 우회 도로 확장으로 늘어난 차로는 편도 각 1개씩이다.","마루시 도시재생지원센터는 복원 완료 2년 시점의 모니터링 결과를 발표했다. 조사는 기온, 보행량, 수질 세 축으로 이뤄졌다. 모니터링은 복원 구간 12개 지점과 대조 지점 4곳에서 동일한 방법으로 진행했다.

여름철 수변 100미터 이내 평균 기온은 인근 대조 지점보다 1.8도 낮게 측정됐다. 주말 보행량은 복원 전 대비 3.2배로 늘었다. 생물화학적산소요구량은 리터당 3.1밀리그램으로 목표치를 충족했다. 기온은 7월과 8월 오후 2시 측정값의 평균이다. 보행량은 평일과 주말을 나눠 자동 계수기로 집계했다.

반면 인근 상가 임대료가 2년 만에 평균 38퍼센트 올라 기존 상인의 이탈이 관찰됐다. 센터는 이를 사업의 부수 효과로 기록하고 별도 대응이 필요하다고 밝혔다. 센터는 임대료 상승이 복원 구간 중류에 집중됐다고 밝혔다. 상류와 하류의 상승폭은 시 평균과 큰 차이가 없었다.",none,,,unanswerable_entity
B09-01,context_qa,,Y,은하군 노인복지관의 개관 첫해 프로그램 수와 그중 무료 프로그램 수는 몇 개인가?,,총 38개 중 무료 22개,38|22,,"허구 지문 — 외부 검증 불필요, 내적 일관성만 확인",YES,"은하군은 2018년 노인복지관을 신축해 운영하고 있다. 복지관은 여가, 건강, 돌봄 세 부문의 프로그램을 제공하며, 운영은 민간 법인에 위탁하는 방식이다. 위탁 기간은 3년 단위다. 복지관은 지상 3층 규모이며, 층별로 부문을 나눠 배치했다. 위탁 법인은 공개 모집으로 선정한다.

연면적은 4,200제곱미터이고, 등록 회원은 개관 첫해 2,400명이었다. 프로그램은 총 38개로 시작했으며, 이 가운데 무료 프로그램이 22개다. 종사자는 정규직 19명과 시간제 11명으로 구성된다. 등록 회원은 만 60세 이상 군민으로 한정한다. 프로그램은 분기마다 수요 조사를 거쳐 개편한다.

복지관은 거동이 불편한 회원을 위해 순환 차량 4대를 운행한다. 운행 노선은 군 전체를 다섯 권역으로 나눠 요일별로 배정한다. 차량은 25인승 2대와 15인승 2대로 구성된다. 이용 신청은 전화와 방문 접수를 모두 받는다.","은하군 주민복지과는 복지관 운영 5년간의 이용 실태를 정리했다. 자료는 회원 구성 변화와 프로그램 수요의 이동을 함께 보여준다. 자료는 회원 등록 기록과 프로그램별 신청·대기 명부를 근거로 작성됐다.

등록 회원은 5년차에 3,860명으로 늘었다. 연령대별로는 75세 이상 비중이 개관 첫해 28퍼센트에서 41퍼센트로 커졌다. 건강 부문 프로그램의 대기자 수가 여가 부문의 두 배를 넘었다. 대기자 수는 분기말 기준 누적치이며, 중복 신청은 제외했다. 돌봄 부문은 별도 기준으로 집계해 비교에서 뺐다.

순환 차량 이용은 정원 대비 탑승률이 평균 62퍼센트에 그쳤다. 과는 권역별 수요 편차를 원인으로 보고 노선 재편을 다음 위탁 기간의 과제로 제시했다. 탑승률은 운행 일자별 실제 탑승 인원을 정원으로 나눈 값의 평균이다. 권역별 격차는 최대 두 배를 넘었다.",1,200,2,answerable_doc1
B09-02,context_qa,,Y,은하군 노인복지관 회원 중 75세 이상 비중은 개관 첫해와 5년차에 각각 몇 퍼센트인가?,,"첫해 28퍼센트, 5년차 41퍼센트",28|41,,"허구 지문 — 외부 검증 불필요, 내적 일관성만 확인",YES,"은하군은 2018년 노인복지관을 신축해 운영하고 있다. 복지관은 여가, 건강, 돌봄 세 부문의 프로그램을 제공하며, 운영은 민간 법인에 위탁하는 방식이다. 위탁 기간은 3년 단위다. 복지관은 지상 3층 규모이며, 층별로 부문을 나눠 배치했다. 위탁 법인은 공개 모집으로 선정한다.

연면적은 4,200제곱미터이고, 등록 회원은 개관 첫해 2,400명이었다. 프로그램은 총 38개로 시작했으며, 이 가운데 무료 프로그램이 22개다. 종사자는 정규직 19명과 시간제 11명으로 구성된다. 등록 회원은 만 60세 이상 군민으로 한정한다. 프로그램은 분기마다 수요 조사를 거쳐 개편한다.

복지관은 거동이 불편한 회원을 위해 순환 차량 4대를 운행한다. 운행 노선은 군 전체를 다섯 권역으로 나눠 요일별로 배정한다. 차량은 25인승 2대와 15인승 2대로 구성된다. 이용 신청은 전화와 방문 접수를 모두 받는다.","은하군 주민복지과는 복지관 운영 5년간의 이용 실태를 정리했다. 자료는 회원 구성 변화와 프로그램 수요의 이동을 함께 보여준다. 자료는 회원 등록 기록과 프로그램별 신청·대기 명부를 근거로 작성됐다.

등록 회원은 5년차에 3,860명으로 늘었다. 연령대별로는 75세 이상 비중이 개관 첫해 28퍼센트에서 41퍼센트로 커졌다. 건강 부문 프로그램의 대기자 수가 여가 부문의 두 배를 넘었다. 대기자 수는 분기말 기준 누적치이며, 중복 신청은 제외했다. 돌봄 부문은 별도 기준으로 집계해 비교에서 뺐다.

순환 차량 이용은 정원 대비 탑승률이 평균 62퍼센트에 그쳤다. 과는 권역별 수요 편차를 원인으로 보고 노선 재편을 다음 위탁 기간의 과제로 제시했다. 탑승률은 운행 일자별 실제 탑승 인원을 정원으로 나눈 값의 평균이다. 권역별 격차는 최대 두 배를 넘었다.",2,146,2,answerable_doc2
B09-03,context_qa_nogold,,N,은하군 노인복지관의 연간 운영 예산은 얼마인가?,,,,"자료는 시설 규모와 인력, 이용 실적은 다루지만 예산액은 제시하지 않는다.","허구 지문 — 외부 검증 불필요, 내적 일관성만 확인",YES,"은하군은 2018년 노인복지관을 신축해 운영하고 있다. 복지관은 여가, 건강, 돌봄 세 부문의 프로그램을 제공하며, 운영은 민간 법인에 위탁하는 방식이다. 위탁 기간은 3년 단위다. 복지관은 지상 3층 규모이며, 층별로 부문을 나눠 배치했다. 위탁 법인은 공개 모집으로 선정한다.

연면적은 4,200제곱미터이고, 등록 회원은 개관 첫해 2,400명이었다. 프로그램은 총 38개로 시작했으며, 이 가운데 무료 프로그램이 22개다. 종사자는 정규직 19명과 시간제 11명으로 구성된다. 등록 회원은 만 60세 이상 군민으로 한정한다. 프로그램은 분기마다 수요 조사를 거쳐 개편한다.

복지관은 거동이 불편한 회원을 위해 순환 차량 4대를 운행한다. 운행 노선은 군 전체를 다섯 권역으로 나눠 요일별로 배정한다. 차량은 25인승 2대와 15인승 2대로 구성된다. 이용 신청은 전화와 방문 접수를 모두 받는다.","은하군 주민복지과는 복지관 운영 5년간의 이용 실태를 정리했다. 자료는 회원 구성 변화와 프로그램 수요의 이동을 함께 보여준다. 자료는 회원 등록 기록과 프로그램별 신청·대기 명부를 근거로 작성됐다.

등록 회원은 5년차에 3,860명으로 늘었다. 연령대별로는 75세 이상 비중이 개관 첫해 28퍼센트에서 41퍼센트로 커졌다. 건강 부문 프로그램의 대기자 수가 여가 부문의 두 배를 넘었다. 대기자 수는 분기말 기준 누적치이며, 중복 신청은 제외했다. 돌봄 부문은 별도 기준으로 집계해 비교에서 뺐다.

순환 차량 이용은 정원 대비 탑승률이 평균 62퍼센트에 그쳤다. 과는 권역별 수요 편차를 원인으로 보고 노선 재편을 다음 위탁 기간의 과제로 제시했다. 탑승률은 운행 일자별 실제 탑승 인원을 정원으로 나눈 값의 평균이다. 권역별 격차는 최대 두 배를 넘었다.",none,,,unanswerable_number
B09-04,context_qa_nogold,,N,은하군 노인복지관 운영을 위탁받은 법인의 이름은 무엇인가?,,,,자료는 민간 법인에 위탁한다고만 하며 법인명을 밝히지 않는다.,"허구 지문 — 외부 검증 불필요, 내적 일관성만 확인",YES,"은하군은 2018년 노인복지관을 신축해 운영하고 있다. 복지관은 여가, 건강, 돌봄 세 부문의 프로그램을 제공하며, 운영은 민간 법인에 위탁하는 방식이다. 위탁 기간은 3년 단위다. 복지관은 지상 3층 규모이며, 층별로 부문을 나눠 배치했다. 위탁 법인은 공개 모집으로 선정한다.

연면적은 4,200제곱미터이고, 등록 회원은 개관 첫해 2,400명이었다. 프로그램은 총 38개로 시작했으며, 이 가운데 무료 프로그램이 22개다. 종사자는 정규직 19명과 시간제 11명으로 구성된다. 등록 회원은 만 60세 이상 군민으로 한정한다. 프로그램은 분기마다 수요 조사를 거쳐 개편한다.

복지관은 거동이 불편한 회원을 위해 순환 차량 4대를 운행한다. 운행 노선은 군 전체를 다섯 권역으로 나눠 요일별로 배정한다. 차량은 25인승 2대와 15인승 2대로 구성된다. 이용 신청은 전화와 방문 접수를 모두 받는다.","은하군 주민복지과는 복지관 운영 5년간의 이용 실태를 정리했다. 자료는 회원 구성 변화와 프로그램 수요의 이동을 함께 보여준다. 자료는 회원 등록 기록과 프로그램별 신청·대기 명부를 근거로 작성됐다.

등록 회원은 5년차에 3,860명으로 늘었다. 연령대별로는 75세 이상 비중이 개관 첫해 28퍼센트에서 41퍼센트로 커졌다. 건강 부문 프로그램의 대기자 수가 여가 부문의 두 배를 넘었다. 대기자 수는 분기말 기준 누적치이며, 중복 신청은 제외했다. 돌봄 부문은 별도 기준으로 집계해 비교에서 뺐다.

순환 차량 이용은 정원 대비 탑승률이 평균 62퍼센트에 그쳤다. 과는 권역별 수요 편차를 원인으로 보고 노선 재편을 다음 위탁 기간의 과제로 제시했다. 탑승률은 운행 일자별 실제 탑승 인원을 정원으로 나눈 값의 평균이다. 권역별 격차는 최대 두 배를 넘었다.",none,,,unanswerable_entity
